source_type,set_code,question_no,global_no,subject,topic,question_format,difficulty,legal_basis_hint,objective,draft_status,fact_check_status,question_text_draft,scenario_outline,correct_answer_text_draft,correct_rationale_points,choices_summary,sub_statements_summary,explanation_draft,fact_check_sources,fact_check_checklist,notes
original,orig_set18,2,342,会計・税務,勘定科目判定,accounting_table,advanced,管理組合会計の基本,勘定科目は金銭の性質で判断することを再確認する。,drafting,checked,勘定科目判定に関する次の記述のうち、最も適切なものはどれか。,性質による分類。,1,金額ではなく性質に着目,1:勘定科目は、その金銭の性質や内容に応じて判定することが重要である。 / 2:勘定科目は、金額の大小だけで決める。 / 3:勘定科目は、毎回自由に変えても問題ない。 / 4:勘定科目の判定は、会計処理と無関係である。,,正解は1です。勘定科目は、金銭の性質や内容に応じて判定することが重要です。,管理組合会計の基本論点,金額基準だけにしていないか,会計分類の基本。
original,orig_set18,3,343,区分所有法,団地関係,combination,advanced,区分所有法65条以下,団地関係は複数棟共有施設の管理に関する規律であることを確認する。,drafting,checked,団地関係に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,複数棟と共有施設。,4,複数棟共有施設が前提 / 団地建物所有者の関係,1:アとイ / 2:イとエ / 3:ウとエ / 4:アとウ,ア:団地関係は、同一敷地内の複数棟が共有する施設の管理などで問題となる。 / イ:団地関係は、単棟型マンションにしか存在しない。 / ウ:団地関係では、複数棟所有者の利害調整が重要になる。 / エ:団地関係は、区分所有法と無関係である。,正解は4です。アとウが適切です。団地関係は、複数棟が共有する施設の管理などで問題となります。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,団地関係を単棟限定にしていないか,団地分野の基礎。
original,orig_set18,4,344,品確法・建替円滑化法等,権利変換計画,single_choice,advanced,マンションの建替え等の円滑化に関する法律,権利変換計画は建替え後の権利配分を定める計画であることを確認する。,drafting,checked,権利変換計画に関する次の記述のうち、最も適切なものはどれか。,建替え後の権利調整。,2,建替え後の権利配分を定める計画,1:権利変換計画は、建物の色彩計画だけを定める。 / 2:権利変換計画は、建替え後に各権利者がどのような権利を取得するかを定める計画である。 / 3:権利変換計画は、宅建業法上の広告規制の一種である。 / 4:権利変換計画は、建替え円滑化法と無関係である。,,正解は2です。権利変換計画は、建替え後の権利配分を定める計画です。,https://www.mlit.go.jp/jutakukentiku/house/jutakukentiku_house_tk5_000127.html,権利変換計画の内容を誤っていないか,建替円滑化法の重要論点。
original,orig_set18,5,345,宅建業法,自ら売主規制,single_choice,advanced,宅地建物取引業法33条の2以下 / 宅地建物取引業法40条以下,自ら売主規制は買主保護のための特則であることを確認する。,drafting,checked,自ら売主規制に関する次の記述のうち、最も適切なものはどれか。,宅建業者売主の買主保護。,4,買主保護のための特則,1:自ら売主規制は、宅建業者より売主保護を強める制度である。 / 2:自ら売主規制は、宅建業法と無関係である。 / 3:自ら売主規制では、買主保護を一切考えない。 / 4:自ら売主規制は、宅建業者が売主となる取引で買主を保護するための特則である。,,正解は4です。自ら売主規制は、宅建業者が売主となる取引で買主を保護するための特則です。,https://elaws.e-gov.go.jp/document?lawid=327AC0000000176,保護主体を取り違えていないか,宅建業法の横断論点。
original,orig_set18,6,346,建築・設備,容積率と延べ面積,single_choice,advanced,建築基準法52条,容積率は延べ面積と敷地面積の割合であることを確認する。,drafting,checked,容積率に関する次の記述のうち、正しいものはどれか。,建ぺい率との区別。,1,延べ面積÷敷地面積,1:容積率は、建築物の延べ面積の敷地面積に対する割合である。 / 2:容積率は、建築面積の敷地面積に対する割合である。 / 3:容積率は、階数だけで決まる。 / 4:容積率は、管理費の割合を示す指標である。,,正解は1です。容積率は、建築物の延べ面積の敷地面積に対する割合です。,https://elaws.e-gov.go.jp/document?lawid=325AC0000000201,建ぺい率と混同していないか,建築基準法の基本。
original,orig_set18,7,347,標準管理委託契約書・指針,月次報告,count,advanced,マンション標準管理委託契約書,月次報告は継続的な情報共有のため重要であることを確認する。,drafting,checked,月次報告に関する次のアからエまでの記述のうち、適切なものはいくつあるか。,定期報告と透明性。,2,管理状況・会計状況の共有,1:一つ / 2:二つ / 3:三つ / 4:四つ,ア:月次報告は、管理組合が管理状況を継続的に把握するために有用である。 / イ:月次報告は、会計や業務実施状況の整理に役立つ。 / ウ:月次報告は、情報が多いので作成しない方がよい。 / エ:月次報告は、管理会社内部だけで見ればよく管理組合には不要である。,正解は2です。アとイが適切です。月次報告は、管理状況や会計状況の継続的な把握に役立ちます。,https://www.mlit.go.jp/jutakukentiku/house/content/001379115.pdf,月次報告を内部資料だけにしていないか,報告業務の基礎。
original,orig_set18,8,348,標準管理規約,駐車場使用細則,single_choice,advanced,マンション標準管理規約 / 使用細則,駐車場使用細則では利用条件を明確化することが重要であると確認する。,drafting,checked,駐車場使用細則に関する次の記述のうち、最も適切なものはどれか。,利用資格・抽選・料金。,2,利用条件の明確化,1:駐車場使用細則は、口頭で決めれば文書化不要である。 / 2:駐車場使用細則では、利用資格や料金、抽選方法などを明確に定めることが重要である。 / 3:駐車場使用細則は、特定人に有利なら公平性は不要である。 / 4:駐車場使用細則は、規約と全く無関係である。,,正解は2です。駐車場使用細則では、利用資格や料金、抽選方法などを明確に定めることが重要です。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,公平性や文書化を落としていないか,細則運用の基本。
original,orig_set18,9,349,民法・借地借家法,同時履行の抗弁,single_choice,advanced,民法533条,相手方の履行又は履行提供まで自己の履行を拒めることを再確認する。,drafting,checked,同時履行の抗弁に関する次の記述のうち、正しいものはどれか。,双務契約の基本。,4,履行又は履行提供まで拒絶可能,1:双務契約でも、相手方の履行提供がなくても常に履行しなければならない。 / 2:同時履行の抗弁は、片務契約だけに認められる。 / 3:同時履行の抗弁には、履行の提供という概念は関係しない。 / 4:双務契約の当事者は、相手方が履行し又は履行の提供をするまで、自己の履行を拒むことができる。,,正解は4です。同時履行の抗弁では、相手方が履行し又は履行の提供をするまで自己の履行を拒むことができます。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848,履行の提供を落としていないか,民法の重要基礎。
original,orig_set18,10,350,管理適正化法,管理事務報告,count,advanced,マンションの管理の適正化の推進に関する法律 / マンション標準管理委託契約書,管理事務報告は説明責任と透明性確保のため重要であることを確認する。,drafting,checked,管理事務報告に関する次のアからエまでの記述のうち、適切なものはいくつあるか。,報告の定期性と明確性。,2,説明責任と透明性確保 / 内容の明確化,1:一つ / 2:二つ / 3:三つ / 4:四つ,ア:管理事務報告は、管理組合に対する説明責任を果たすうえで重要である。 / イ:管理事務報告は、内容が曖昧でも構わない。 / ウ:管理事務報告は、管理組合が管理状況を確認できるよう整理されていることが望ましい。 / エ:管理事務報告は、管理組合への交付や説明と無関係である。,正解は2です。アとウが適切です。管理事務報告は、説明責任と透明性確保のため明確に整理して行うことが重要です。,https://www.mlit.go.jp/totikensangyo/const/1_6_bt_000260.html / https://www.mlit.go.jp/jutakukentiku/house/content/001379115.pdf,管理事務報告の明確性を落としていないか,報告義務の応用。
original,orig_set18,11,351,会計・税務,前受金と預り金,single_choice,basic,管理組合会計の基本,前受金と預り金の違いを確認する。,drafting,checked,前受金と預り金に関する次の記述のうち、最も適切なものはどれか。,性質による区別。,2,前受金は将来役務対応 / 預り金は一時的預り,1:前受金と預り金に会計上の違いはない。 / 2:前受金は将来の役務提供等に先立ち受け入れた金銭、預り金は一時的に預かっている金銭として整理する。 / 3:前受金は、必ず負債ではなく収益である。 / 4:預り金は、常に管理費収入として処理する。,,正解は2です。前受金は将来の役務提供等に先立ち受け入れた金銭、預り金は一時的に預かっている金銭です。,管理組合会計の基本論点,前受金と預り金の意味を逆転させていないか,会計科目の基礎。
original,orig_set18,12,352,判例・横断総合,管理費滞納判例,case_based,basic,区分所有法7条 / 管理費滞納に関する判例実務,管理費滞納は法的回収対象となることを横断的に確認する。,drafting,checked,管理組合が長期滞納管理費の回収を検討している。この場合の管理費滞納判例・実務に関する次の記述のうち、最も適切なものはどれか。,滞納金回収の法的対応。,1,滞納管理費は請求・回収対象となる,1:滞納管理費は、管理組合が督促や訴訟等により回収を図る対象となり得る。 / 2:滞納管理費は、判例上も一切請求できない。 / 3:滞納管理費は、理事長個人の債権である。 / 4:滞納管理費は、区分所有法や規約と無関係である。,,正解は1です。滞納管理費は、管理組合が督促や訴訟等により回収を図る対象となります。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,管理費滞納の請求可能性を否定していないか,横断論点の基礎。
original,orig_set18,13,353,区分所有法,復旧決議,precedent_fill,basic,区分所有法61条,一部滅失後の復旧に関する用語を確認する。,drafting,checked,区分所有建物の一部が滅失した場合に、その原状回復をどうするかを決める決議を[　]決議という。この[　]に当てはまるものとして正しいものはどれか。,基本用語の確認。,3,復旧決議,1:保存 / 2:取壊し / 3:復旧 / 4:敷地利用,,正解は3です。一部滅失後の原状回復をどうするかを決める決議は、復旧決議です。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,用語を取り違えていないか,区分所有法の用語。
original,orig_set18,14,354,品確法・建替円滑化法等,個人施行,case_based,basic,マンションの建替え等の円滑化に関する法律,個人施行は組合施行と異なる施行形態であることを確認する。,drafting,checked,マンション建替事業の施行形態として個人施行が問題となっている。この場合の個人施行に関する次の記述のうち、最も適切なものはどれか。,施行形態の区別。,1,個人施行は組合施行等と並ぶ施行形態,1:個人施行は、建替事業の施行形態の一つとして問題となる。 / 2:個人施行という概念は存在しない。 / 3:個人施行は、宅建業法上の広告規制を意味する。 / 4:個人施行は、管理費会計の処理方法である。,,正解は1です。個人施行は、建替事業の施行形態の一つとして問題となります。,https://www.mlit.go.jp/jutakukentiku/house/jutakukentiku_house_tk5_000127.html,別法分野の概念と混同していないか,建替円滑化法の基礎。
original,orig_set18,15,355,宅建業法,重要事項説明,case_based,basic,宅地建物取引業法35条,契約前の重要事項説明の意義を確認する。,drafting,checked,宅建業者Aが、買主Bに対し『契約締結前の説明は不要だ』と述べている。この場合の重要事項説明に関する次の記述のうち、最も適切なものはどれか。,契約前説明義務。,4,重要事項説明は契約前に行う,1:重要事項説明は、契約後であればいつでもよい。 / 2:重要事項説明は、買主保護と無関係である。 / 3:重要事項説明は、宅建業法には定められていない。 / 4:重要事項説明は、契約前に相手方が判断できるよう重要事項を説明するための制度である。,,正解は4です。重要事項説明は、契約前に相手方が重要事項を理解し判断するための制度です。,https://elaws.e-gov.go.jp/document?lawid=327AC0000000176,契約後説明で足りるようにしていないか,宅建業法の基礎。
original,orig_set18,16,356,建築・設備,非常用照明,case_based,basic,建築基準法 / 建築基準法施行令,非常用照明は停電時の避難安全確保のため重要であることを確認する。,drafting,checked,共用廊下の非常用照明の点灯試験を省略しようとしている。この場合の非常用照明に関する次の記述のうち、最も適切なものはどれか。,停電時の避難安全。,2,停電時の避難経路確保,1:非常用照明は、昼間だけ使う照明なので点検不要である。 / 2:非常用照明は、停電時にも避難経路の安全を確保するため重要である。 / 3:非常用照明は、装飾のための設備である。 / 4:非常用照明は、住戸内だけにあればよい。,,正解は2です。非常用照明は、停電時にも避難経路の安全を確保するため重要です。,https://elaws.e-gov.go.jp/document?lawid=325AC0000000201,非常用照明の機能を装飾にしていないか,防災設備の基礎。
original,orig_set18,17,357,標準管理委託契約書・指針,原本保管,combination,basic,マンション標準管理委託契約書,原本保管では所在明確化と引継ぎが重要であることを再確認する。,drafting,checked,原本保管に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,所在管理と引継ぎ。,3,所在管理 / 委託終了時の引継ぎ,1:アとイ / 2:イとエ / 3:アとウ / 4:ウとエ,ア:契約書や議事録等の原本は、所在を明確にして保管することが重要である。 / イ:原本は、誰が保管しているか不明でも問題ない。 / ウ:委託終了時には、原本や必要資料の引継ぎが重要になる。 / エ:古い原本は、管理組合の了解なく任意に廃棄してよい。,正解は3です。アとウが適切です。原本保管では所在管理が重要であり、委託終了時の引継ぎも大切です。,https://www.mlit.go.jp/jutakukentiku/house/content/001379115.pdf,所在不明容認や無断廃棄を混ぜていないか,資料管理の基本。
original,orig_set18,18,358,標準管理規約,専用使用権,case_based,basic,マンション標準管理規約14条,専用使用権があっても共用部分の性質は変わらないことを確認する。,drafting,checked,区分所有者Aが、バルコニーについて『専用使用権があるから完全に自分の所有部分だ』と主張している。この場合の専用使用権に関する次の記述のうち、最も適切なものはどれか。,バルコニーと共用部分。,1,専用使用権があっても共用部分,1:専用使用権があっても、共用部分であること自体は変わらず、使用方法には規約や細則上の制約があり得る。 / 2:専用使用権がある部分は、常に専有部分になる。 / 3:専用使用権があれば、管理組合の承認なしに自由に改造できる。 / 4:専用使用権は、駐車場にだけ認められる制度である。,,正解は1です。専用使用権があっても共用部分の性質は変わらず、規約や細則に沿った使用が求められます。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,専用使用権と専有部分を混同していないか,規約論点の基礎。
original,orig_set18,19,359,民法・借地借家法,履行遅滞と解除,case_based,basic,民法541条,履行遅滞解除では催告が基本となることを確認する。,drafting,checked,売買契約において代金支払が遅れているため、売主が解除を考えている。この場合の履行遅滞と解除に関する次の記述のうち、最も適切なものはどれか。,催告解除の基本。,3,相当期間を定めた催告が原則,1:履行遅滞があっても、解除は一切認められない。 / 2:支払期限を1日過ぎたら、常に無催告で解除できる。 / 3:原則として、相当の期間を定めて履行を催告し、その期間内に履行がなければ解除できる。 / 4:解除には、債務不履行と無関係に裁判所の許可が必ず必要である。,,正解は3です。履行遅滞による解除では、原則として相当期間を定めた催告が必要です。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848,無催告解除を一般化していないか,解除論の基礎。
original,orig_set18,20,360,管理適正化法,管理業務主任者,combination,basic,マンションの管理の適正化の推進に関する法律,管理業務主任者は重要事項説明等を担う資格者であることを確認する。,drafting,checked,管理業務主任者に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,資格者業務の基本。,4,重要事項説明等に関与 / 管理適正化法上の資格,1:アとイ / 2:イとエ / 3:ウとエ / 4:アとウ,ア:管理業務主任者は、重要事項説明など法が予定する場面で役割を果たす資格者である。 / イ:管理業務主任者は、管理適正化法と無関係の資格である。 / ウ:管理業務主任者制度は、マンション管理の適正化を支える仕組みの一つである。 / エ:管理業務主任者は、常に宅建士と同じ業務だけを行う。,正解は4です。アとウが適切です。管理業務主任者は、マンション管理の適正化を支える資格者です。,https://www.mlit.go.jp/totikensangyo/const/1_6_bt_000260.html,宅建士と役割を混同していないか,資格制度の基礎。
original,orig_set19,1,361,会計・税務,未払金と前払費用,comparison_table,standard,管理組合会計の基本,未払金と前払費用の区別を確認する。,drafting,checked,未払金と前払費用に関する次の記述のうち、最も適切なものはどれか。,負債と資産の区別。,4,未払金は未払い債務 / 前払費用は将来役務の前払い,1:未払金と前払費用は、意味が同じである。 / 2:未払金は、将来受ける役務のための前払いである。 / 3:前払費用は、常に負債として整理する。 / 4:未払金は未払いの債務、前払費用は将来の役務に対応する前払いとして整理する。,,正解は4です。未払金は未払いの債務、前払費用は将来の役務に対応する前払いとして整理します。,管理組合会計の基本論点,未払金と前払費用を逆転させていないか,会計区分の基礎。
original,orig_set19,2,362,判例・横断総合,暴力団排除,precedent_fill,standard,標準管理規約暴力団排除条項 / 判例実務,暴力団排除は共同生活の安全確保に関わる論点であると確認する。,drafting,checked,マンション管理の実務で、反社会的勢力の関与を排除する考え方を一般に暴力団[　]という。この[　]に当てはまるものとして正しいものはどれか。,横断的な実務用語。,1,暴力団排除,1:排除 / 2:包含 / 3:共有 / 4:修繕,,正解は1です。反社会的勢力の関与を排除する考え方は、一般に暴力団排除といいます。,標準管理規約コメント / 判例実務資料,用語を取り違えていないか,横断実務論点。
original,orig_set19,3,363,区分所有法,競売請求,single_choice,standard,区分所有法59条,競売請求は共同利益背反行為への最終的措置であることを確認する。,drafting,checked,競売請求に関する次の記述のうち、最も適切なものはどれか。,共同利益背反行為への強い措置。,2,著しい共同利益背反行為等で問題となる,1:競売請求は、軽微なルール違反が1回あれば当然に認められる。 / 2:競売請求は、共同利益に反する行為が著しく、他の方法では障害除去が困難な場合に問題となる。 / 3:競売請求という制度は存在しない。 / 4:競売請求は、管理費会計の処理方法である。,,正解は2です。競売請求は、共同利益に反する行為が著しく、他の方法では障害除去が困難な場合に問題となります。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,軽微違反で当然に認める説明にしていないか,区分所有法の強力な手段。
original,orig_set19,4,364,品確法・建替円滑化法等,被災マンション法,precedent_fill,standard,被災区分所有建物の再建等に関する特別措置法,被災後の再建等を扱う特別法の名称を確認する。,drafting,checked,大規模災害で被災した区分所有建物の再建等に関する特別な法律を、一般に被災マンション[　]という。この[　]に当てはまるものとして正しいものはどれか。,特別法の略称。,2,被災マンション法,1:税 / 2:法 / 3:積立 / 4:規約,,正解は2です。被災区分所有建物の再建等に関する特別な法律は、一般に被災マンション法と呼ばれます。,https://elaws.e-gov.go.jp/document?lawid=407AC1000000043,略称を取り違えていないか,災害対応分野の基礎。
original,orig_set19,5,365,宅建業法,35条書面,combination,standard,宅地建物取引業法35条,35条書面の時期と趣旨を再確認する。,drafting,checked,35条書面に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,契約前説明。,3,契約前に重要事項説明 / 買主等の判断資料,1:アとイ / 2:イとエ / 3:アとウ / 4:ウとエ,ア:35条書面は、契約締結前に重要事項を説明するための書面である。 / イ:35条書面は、契約成立後に交付すれば足りる。 / ウ:35条書面は、相手方が契約するかどうかを判断するための資料となる。 / エ:35条書面は、宅建業法と無関係である。,正解は3です。アとウが適切です。35条書面は、契約前に重要事項を説明し、判断材料を提供するための書面です。,https://elaws.e-gov.go.jp/document?lawid=327AC0000000176,35条書面の時期を誤っていないか,宅建書面制度の再確認。
original,orig_set19,6,366,建築・設備,給排水衛生設備,comparison_table,standard,建築設備の基本,給水設備と排水衛生設備の役割の違いを確認する。,drafting,checked,給排水衛生設備に関する次の記述のうち、最も適切なものはどれか。,供給と排出の役割。,1,給水は供給、排水は排出,1:給水設備は生活用水を供給し、排水衛生設備は使用後の水を排出する役割を担う。 / 2:給水設備は、汚水排出を主目的とする。 / 3:排水衛生設備は、上水供給専用である。 / 4:給排水衛生設備に役割の違いはない。,,正解は1です。給水設備は生活用水の供給、排水衛生設備は使用後の水の排出を担います。,建築設備の基本論点,給水と排水の役割を逆転させていないか,設備分野の基礎。
original,orig_set19,7,367,標準管理委託契約書・指針,管理適正化指針,single_choice,standard,マンション管理適正化指針,管理適正化指針の役割を再確認する。,drafting,checked,管理適正化指針に関する次の記述のうち、最も適切なものはどれか。,望ましい管理の方向性。,2,望ましい管理の方向性を示す,1:管理適正化指針は、修繕積立金の金額だけを定める。 / 2:管理適正化指針は、マンション管理の望ましい方向性や考え方を示す。 / 3:管理適正化指針は、マンション管理と無関係である。 / 4:管理適正化指針は、管理会社内部だけの秘密文書である。,,正解は2です。管理適正化指針は、マンション管理の望ましい方向性や考え方を示します。,https://www.mlit.go.jp/totikensangyo/const/1_6_bt_000280.html,指針の役割を矮小化していないか,政策的指針の基礎。
original,orig_set19,8,368,標準管理規約,管理組合会計,combination,standard,マンション標準管理規約27条 / マンション標準管理規約28条,管理組合会計では管理費会計と修繕積立金会計を区別することを確認する。,drafting,checked,管理組合会計に関する次のアからエまでの記述のうち、正しいもののみの組合せはどれか。,管理費会計と修繕積立金会計。,4,日常管理費用と計画修繕費用の区別,1:アとイ / 2:イとエ / 3:ウとエ / 4:アとウ,ア:管理費は、日常の維持管理に要する経費に充てるのが基本である。 / イ:管理費は、大規模修繕工事専用の会計である。 / ウ:修繕積立金は、計画的な修繕等に備える資金として位置付けられる。 / エ:修繕積立金は、理事長が自由に私的流用してよい。,正解は4です。アとウが正しいです。管理組合会計では、管理費と修繕積立金を区別して扱います。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,管理費と修繕積立金の区別を崩していないか,会計区分の基礎。
original,orig_set19,9,369,民法・借地借家法,無断転貸,count,standard,民法612条,無断転貸は賃貸人の承諾なくできず、解除が問題となることを確認する。,drafting,checked,無断転貸に関する次のアからエまでの記述のうち、適切なものはいくつあるか。,承諾の要否と解除。,2,承諾なく転貸不可 / 無断転貸は解除原因になり得る,1:一つ / 2:二つ / 3:三つ / 4:四つ,ア:賃借人は、賃貸人の承諾を得なければ賃借物を転貸することができない。 / イ:無断転貸は、常に自由に行える。 / ウ:無断転貸は、契約解除が問題となる場合がある。 / エ:無断転貸は、民法と無関係である。,正解は2です。アとウが適切です。無断転貸は賃貸人の承諾なくできず、解除が問題となることがあります。,https://www.japaneselawtranslation.go.jp/en/laws/view/4848,無断転貸を自由としていないか,賃貸借の重要論点。
original,orig_set19,10,370,管理適正化法,マンション管理業者の義務,case_based,standard,マンションの管理の適正化の推進に関する法律,管理業者には説明・報告・分別管理等の義務があることを再確認する。,drafting,checked,マンション管理業者Aは、『管理組合に説明する必要はなく、財産も自社口座と混在で問題ない』と述べている。この場合の管理業者の義務に関する次の記述のうち、最も適切なものはどれか。,説明義務・分別管理義務。,3,説明・報告・分別管理等の義務,1:管理業者には、管理組合への説明や報告の義務はない。 / 2:管理業者は、管理組合財産を自己財産と自由に混在させてよい。 / 3:管理業者には、説明、報告、分別管理などの基本的義務がある。 / 4:管理業者の義務は、宅建業法だけに定められている。,,正解は3です。管理業者には、説明、報告、分別管理などの基本的義務があります。,https://www.mlit.go.jp/totikensangyo/const/1_6_bt_000260.html,説明義務や分別管理義務を落としていないか,管理適正化法の総整理。
original,orig_set19,11,371,会計・税務,会計区分,combination,standard,マンション標準管理規約27条 / マンション標準管理規約28条,日常管理費用と計画修繕費用で会計区分を分けることを再確認する。,drafting,checked,会計区分に関する次のアからエまでの記述のうち、正しいもののみの組合せはどれか。,管理費会計と修繕積立金会計の区別。,4,日常管理費用は管理費会計 / 計画修繕費用は修繕積立金会計,1:アとイ / 2:イとエ / 3:ウとエ / 4:アとウ,ア:共用部分の日常清掃費用は、管理費会計で処理するのが基本である。 / イ:長期修繕計画に基づく大規模修繕工事費は、管理費会計だけで処理するのが原則である。 / ウ:会計区分は、費用の目的や性質を踏まえて判断する。 / エ:会計区分は、金額が大きいか小さいかだけで決める。,正解は4です。アとウが正しいです。会計区分は、日常管理か計画修繕かという目的と性質を踏まえて判断します。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,管理費会計と修繕積立金会計の区別を崩していないか,会計区分の整理。
original,orig_set19,12,372,判例・横断総合,ペット飼育,combination,standard,マンション標準管理規約使用細則 / ペット飼育をめぐる判例実務,ペット飼育は規約・細則による制限が問題となることを確認する。,drafting,checked,ペット飼育に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,使用細則と共同生活秩序。,1,規約・細則による制限が問題となる / 共同生活上の調整が必要,1:アとウ / 2:アとエ / 3:イとウ / 4:イとエ,ア:ペット飼育は、管理規約や使用細則による制限が問題となることがある。 / イ:ペット飼育は、マンション管理と無関係であり一切制限できない。 / ウ:共同生活上の支障が生じないよう、ルールに基づく調整が重要である。 / エ:ペット飼育は、どのマンションでも完全に自由である。,正解は1です。アとウが適切です。ペット飼育は、規約や使用細則に基づく制限や共同生活上の調整が問題となります。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,ペット飼育を絶対自由・絶対禁止のどちらかに寄せすぎていないか,横断的な生活ルール論点。
original,orig_set19,13,373,区分所有法,使用禁止請求,case_based,standard,区分所有法58条,使用禁止請求は共同利益背反行為への強い措置であることを確認する。,drafting,checked,区分所有者Aが、共用部分での迷惑行為を長期間繰り返しており、差止めだけでは改善が見込めない。この場合の使用禁止請求に関する次の記述のうち、最も適切なものはどれか。,強い差止措置。,2,著しい共同利益背反行為に対する強い措置,1:使用禁止請求という制度は存在しない。 / 2:使用禁止請求は、共同利益に反する行為への強い措置として問題となることがある。 / 3:軽微な違反が1回あれば常に当然に認められる。 / 4:使用禁止請求は、会計処理の一種である。,,正解は2です。使用禁止請求は、共同利益に反する行為に対する強い措置として問題となることがあります。,https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,軽微な違反で当然に認める説明にしていないか,区分所有法の強い是正手段。
original,orig_set19,14,374,品確法・建替円滑化法等,再建決議,combination,standard,被災区分所有建物の再建等に関する特別措置法,被災後の再建では再建決議が問題となることを確認する。,drafting,checked,被災マンションの再建決議に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,被災後の再建の意思決定。,4,被災後の再建で問題となる決議 / 特別法の規律,1:アとイ / 2:イとエ / 3:ウとエ / 4:アとウ,ア:被災した区分所有建物の再建では、再建に関する決議が問題となる。 / イ:被災後であっても、再建に関する意思決定は一切不要である。 / ウ:再建決議は、被災マンション法など特別な規律と結び付いて問題となる。 / エ:再建決議は、宅建業法だけの制度である。,正解は4です。アとウが適切です。被災後の再建では、特別法の規律のもとで再建決議が問題となります。,https://elaws.e-gov.go.jp/document?lawid=407AC1000000043,再建決議を一般管理決議と混同していないか,被災マンション法の基本。
original,orig_set19,15,375,宅建業法,37条書面,single_choice,standard,宅地建物取引業法37条,37条書面は契約成立後の書面であることを再確認する。,drafting,checked,37条書面に関する次の記述のうち、最も適切なものはどれか。,契約成立後の書面交付。,1,契約成立後の内容明確化,1:37条書面は、契約成立後に契約内容を明らかにするため交付される書面である。 / 2:37条書面は、35条書面と同じく契約前に交付する。 / 3:37条書面は、口頭合意があれば常に不要である。 / 4:37条書面は、宅建業法と無関係である。,,正解は1です。37条書面は、契約成立後に契約内容を明らかにするため交付される書面です。,https://elaws.e-gov.go.jp/document?lawid=327AC0000000176,35条と37条の時期を混同していないか,宅建業法の書面制度。
