record_id,source_kind,source_file,source_question_id,source_exam_code,source_exam_year,source_set_code,source_question_no,source_choice_label,subject,topic,question_type_original,question_type_marubatsu,statement_text,answer_bool,answer_label,explanation_text,legal_basis,rewrite_note,review_status
official_h19_q33_opt2,official,管理業務主任者問題確認一覧.csv,h19_q33,h19,平成19年度,,33,2,標準管理規約,特別の影響,combination,true_false,他人に迷惑となる動物の飼育を禁止する定めを、犬猫等の動物の飼育を禁止する定めに改める場合、小型犬を飼育している独居高齢の区分所有者は、直ちに承諾を要する特別の影響を受ける者に当たる。,0,×,この記述は誤りです。この組合せは、規約変更の内容と承諾を要する「特別の影響」の対応関係として直ちには当たりません。,区分所有法31条,「直ちに」を入れて誤りの評価を明確化。,rewritten
official_h19_q33_opt3,official,管理業務主任者問題確認一覧.csv,h19_q33,h19,平成19年度,,33,3,標準管理規約,特別の影響,combination,true_false,夜間のピアノ演奏は午後8時までとする定めを新設する場合、音楽大学の受験生を子に持つ区分所有者は、直ちに承諾を要する特別の影響を受ける者に当たる。,0,×,この記述は誤りです。この組合せは、規約変更の内容と承諾を要する「特別の影響」の対応関係として直ちには当たりません。,区分所有法31条,対応関係が直ちに当たらない点を明文化。,rewritten
official_h19_q33_opt4,official,管理業務主任者問題確認一覧.csv,h19_q33,h19,平成19年度,,33,4,標準管理規約,特別の影響,combination,true_false,1階店舗の外装工事に合理的な制限を新設する場合、1階店舗をコンビニエンスストアに賃貸している区分所有者は、直ちに承諾を要する特別の影響を受ける者に当たる。,0,×,この記述は誤りです。この組合せも、規約変更の内容と承諾を要する「特別の影響」の対応関係として直ちには当たりません。,区分所有法31条,元の選択肢を断定文にした。,rewritten
official_h19_q39_a,official,管理業務主任者問題確認一覧.csv,h19_q39,h19,平成19年度,,39,ア,区分所有法,占有者排除訴訟,combination,true_false,区分所有法60条1項に基づく占有者排除の訴えの主体として、区分所有者全員のほか管理組合法人が問題となる。,1,○,この記述は正しいです。占有者排除の場面では、区分所有者全員のほか管理組合法人が訴えの主体となり得ます。,区分所有法60条,穴埋め型を空欄ごとの正しい文へ再構成。,rewritten
official_h19_q39_i,official,管理業務主任者問題確認一覧.csv,h19_q39,h19,平成19年度,,39,イ,区分所有法,占有者排除訴訟,combination,true_false,区分所有法60条1項に基づく占有者排除の訴えでは、占有者との契約について解除を請求することが問題となる。,1,○,この記述は正しいです。ここで問題となるのは、占有者との契約の解除です。,区分所有法60条,「解除」の空欄だけを独立した文にした。,rewritten
official_h19_q39_u,official,管理業務主任者問題確認一覧.csv,h19_q39,h19,平成19年度,,39,ウ,区分所有法,占有者排除訴訟,combination,true_false,区分所有法60条1項に基づく占有者排除の訴えでは、専有部分の引渡しを請求することが問題となる。,1,○,この記述は正しいです。占有者排除の場面では、専有部分の引渡し請求が問題となります。,区分所有法60条,「引渡し」の空欄を独立化。,rewritten
official_h19_q39_e,official,管理業務主任者問題確認一覧.csv,h19_q39,h19,平成19年度,,39,エ,区分所有法,占有者排除訴訟,combination,true_false,区分所有法60条2項により準用される58条3項の趣旨から、集会決議の前提として占有者に与えれば足りるのは弁明する機会である。,1,○,この記述は正しいです。集会決議の前提として、占有者に与えるべきものは弁明の機会です。,区分所有法58条3項・60条2項,空欄エを趣旨ごと一文化。,rewritten
official_h19_q41_a,official,管理業務主任者問題確認一覧.csv,h19_q41,h19,平成19年度,,41,ア,品確法・建替円滑化法等,アフターサービス,combination,true_false,新築分譲マンションのアフターサービスは、天災地変等の不可抗力による損壊や購入者の使用ミスによる不具合についても対象とすることが多い。,0,×,この記述は誤りです。天災地変や購入者の使用ミスまでアフターサービスの対象にするのが一般的とはいえません。,分譲マンション実務,6肢型組合せを各文に分解。,rewritten
official_h19_q41_i,official,管理業務主任者問題確認一覧.csv,h19_q41,h19,平成19年度,,41,イ,品確法・建替円滑化法等,アフターサービス,combination,true_false,新築分譲マンションのアフターサービスの対象範囲は、専有部分に限られず、共用部分も対象とすることが多い。,1,○,この記述は正しいです。アフターサービスは、専有部分だけでなく共用部分も対象とすることが多いです。,分譲マンション実務,正答肢をそのまま活用。,rewritten
official_h19_q41_u,official,管理業務主任者問題確認一覧.csv,h19_q41,h19,平成19年度,,41,ウ,品確法・建替円滑化法等,アフターサービス,combination,true_false,新築分譲マンションのアフターサービスは、隠れた欠陥についてのみ対象とすることが多い。,0,×,この記述は誤りです。アフターサービスは、隠れた欠陥だけに限られるものではありません。,分譲マンション実務,「のみ」を残して誤りを明確化。,rewritten
official_h19_q41_e,official,管理業務主任者問題確認一覧.csv,h19_q41,h19,平成19年度,,41,エ,品確法・建替円滑化法等,アフターサービス,combination,true_false,アフターサービス期間の起算日は、対象部位や不具合の種類にかかわらず、常にマンション引渡日である。,0,×,この記述は誤りです。対象部位や不具合の種類にかかわらず一律に引渡日を起算日とするとは限りません。,分譲マンション実務,「常に」を誤りの核にした。,rewritten
official_h19_q41_o,official,管理業務主任者問題確認一覧.csv,h19_q41,h19,平成19年度,,41,オ,品確法・建替円滑化法等,アフターサービス,combination,true_false,新築分譲マンションのアフターサービスの対象部位は、基本構造部分に限られず、専有部分内にある設備も含むことが多い。,1,○,この記述は正しいです。アフターサービスの対象は、専有部分内の設備まで含むことが多いです。,分譲マンション実務,正答肢をそのまま活用。,rewritten
official_h19_q41_ka,official,管理業務主任者問題確認一覧.csv,h19_q41,h19,平成19年度,,41,カ,品確法・建替円滑化法等,アフターサービス,combination,true_false,宅地建物取引業者がアフターサービスの内容を守らなかった場合は、直ちに宅地建物取引業法違反となる。,0,×,この記述は誤りです。アフターサービス基準違反が、直ちに宅地建物取引業法違反となるわけではありません。,宅地建物取引業法・分譲マンション実務,「直ちに」を誤りの核にした。,rewritten
official_h19_q43_a,official,管理業務主任者問題確認一覧.csv,h19_q43,h19,平成19年度,,43,ア,品確法・建替円滑化法等,品確法の新築住宅,combination,true_false,品確法にいう新築住宅とは、新たに建設された住宅で、建設工事完了の日から1年を経過したものを除き、まだ人の居住の用に供したことのないものをいう。,1,○,この記述は正しいです。品確法の新築住宅は、建設工事完了の日から1年を経過したものを除き、まだ人の居住の用に供したことのない住宅です。,住宅の品質確保の促進等に関する法律,穴埋め型の結論をそのまま一文化。,rewritten
official_h19_q43_i,official,管理業務主任者問題確認一覧.csv,h19_q43,h19,平成19年度,,43,イ,品確法・建替円滑化法等,品確法の責任起算点,combination,true_false,品確法上、構造耐力上主要な部分等について売主が負う責任期間は、引渡しの時から起算する。,1,○,この記述は正しいです。品確法上の責任期間は、引渡しの時から起算します。,住宅の品質確保の促進等に関する法律,空欄イを独立化。,rewritten
official_h19_q43_u,official,管理業務主任者問題確認一覧.csv,h19_q43,h19,平成19年度,,43,ウ,品確法・建替円滑化法等,品確法の責任期間,combination,true_false,品確法上、構造耐力上主要な部分又は雨水の浸入を防止する部分について売主が負う瑕疵担保責任期間は10年である。,1,○,この記述は正しいです。売主は、引渡しの時から10年間の責任を負います。,住宅の品質確保の促進等に関する法律,空欄ウを独立化。,rewritten
official_h19_q43_e,official,管理業務主任者問題確認一覧.csv,h19_q43,h19,平成19年度,,43,エ,品確法・建替円滑化法等,品確法の責任期間延長,combination,true_false,品確法上、上記の責任期間は特約により20年まで伸長することができる。,1,○,この記述は正しいです。責任期間は、特約によって20年まで伸長することができます。,住宅の品質確保の促進等に関する法律,空欄エを独立化。,rewritten
official_h19_q47_a,official,管理業務主任者問題確認一覧.csv,h19_q47,h19,平成19年度,,47,ア,管理適正化法,管理業務主任者の登録,count,true_false,管理業務主任者とは、マンション管理適正化法59条に規定する国土交通大臣の登録を受けた者をいう。,1,○,この記述は正しいです。管理業務主任者は、国土交通大臣の登録を受けた者です。,マンション管理適正化法59条,個数問題を各文へ分解。,rewritten
official_h19_q47_i,official,管理業務主任者問題確認一覧.csv,h19_q47,h19,平成19年度,,47,イ,管理適正化法,登録更新,count,true_false,管理業務主任者は、登録の更新申請をしなければ、登録日から5年で登録の効力を失う。,0,×,この記述は誤りです。5年ごとに更新が必要なのは登録そのものではなく、管理業務主任者証です。,マンション管理適正化法,誤りのポイントをそのまま簡潔化。,rewritten
official_h19_q47_u,official,管理業務主任者問題確認一覧.csv,h19_q47,h19,平成19年度,,47,ウ,管理適正化法,主任者証提示義務,count,true_false,管理業務主任者は、その事務を行うに際し、関係者から請求があれば常に主任者証を提示しなければならない。,0,×,この記述は誤りです。主任者証の提示義務の場面をこのように広く言い過ぎることはできません。,マンション管理適正化法,「常に」を誤りの核にした。,rewritten
official_h19_q47_e,official,管理業務主任者問題確認一覧.csv,h19_q47,h19,平成19年度,,47,エ,管理適正化法,名義貸しと処分,count,true_false,管理業務主任者が名義貸しをした場合、情状が特に重くても、国土交通大臣は必要な指示しかできない。,0,×,この記述は誤りです。名義貸しのような重大違反は、単なる必要な指示にとどまらず、より重い処分の対象となり得ます。,マンション管理適正化法,元文の「必要な指示」を誤りの核にした。,rewritten
official_h19_q49_a,official,管理業務主任者問題確認一覧.csv,h19_q49,h19,平成19年度,,49,ア,管理適正化法,同一条件更新時の重要事項説明,count,true_false,マンション管理業者は、従前の管理受託契約と同一条件で更新しようとするとき、説明会の開催は不要でも、あらかじめ管理者等へ重要事項記載書面を交付しなければならない。,1,○,この記述は正しいです。同一条件更新時でも、重要事項を記載した書面の交付は必要です。,マンション管理適正化法72条,個数問題をそのまま各文へ分解。,rewritten
official_h19_q49_i,official,管理業務主任者問題確認一覧.csv,h19_q49,h19,平成19年度,,49,イ,管理適正化法,重要事項書面と記名押印,count,true_false,マンション管理業者は、重要事項を記載した書面を作成するとき、管理業務主任者にその書面へ記名押印させなければならない。,1,○,この記述は正しいです。重要事項記載書面には、管理業務主任者の記名押印が必要です。,マンション管理適正化法72条,結論をそのまま独立化。,rewritten
official_h19_q49_u,official,管理業務主任者問題確認一覧.csv,h19_q49,h19,平成19年度,,49,ウ,管理適正化法,73条書面の交付先,count,true_false,マンション管理業者が管理組合の管理者等である場合や管理者等が置かれていない場合には、73条書面を区分所有者等全員へ遅滞なく交付しなければならない。,1,○,この記述は正しいです。管理者等がいない場合などには、区分所有者等全員への交付が必要です。,マンション管理適正化法73条,長い条件文を簡潔に整理。,rewritten
official_h19_q49_e,official,管理業務主任者問題確認一覧.csv,h19_q49,h19,平成19年度,,49,エ,管理適正化法,73条書面と記名押印,count,true_false,マンション管理業者は、73条書面を作成するとき、管理業務主任者にその書面へ記名押印させなければならない。,0,×,この記述は誤りです。73条書面については、重要事項説明書面と同様の管理業務主任者による記名押印を要求するものではありません。,マンション管理適正化法73条,イとの違いが分かるようにそのまま残した。,rewritten
official_h19_q11_a,official,管理業務主任者問題確認一覧.csv,h19_q11,h19,平成19年度,,11,ア,判例・横断総合,滞納管理費の回収手続,combination,true_false,管理費の滞納者がそのマンションを売却して区分所有者でなくなった場合は、その者に対して滞納管理費を請求することはできない。,0,×,この記述は誤りです。区分所有者でなくなっても、その者が負っていた滞納管理費債務まで当然に消えるわけではありません。,民法,5肢の組合せ問題を各記述ごとに独立化した。,rewritten
official_h19_q11_i,official,管理業務主任者問題確認一覧.csv,h19_q11,h19,平成19年度,,11,イ,判例・横断総合,滞納管理費の回収手続,combination,true_false,滞納額が140万円以下であれば、少額訴訟制度を利用することができる。,0,×,この記述は誤りです。少額訴訟は140万円以下を基準とする制度ではなく、この説明は上限額の理解を誤っています。,民事訴訟法,金額基準の誤りが分かるように簡潔に整えた。,rewritten
official_h19_q11_u,official,管理業務主任者問題確認一覧.csv,h19_q11,h19,平成19年度,,11,ウ,判例・横断総合,滞納管理費の回収手続,combination,true_false,管理費の滞納者が行方不明になった場合でも、その者に対して訴えを提起することはできる。,1,○,この記述は正しいです。相手方が行方不明でも、公示送達などの手続を用いて訴えを提起することができます。,民事訴訟法,解説の核をそのまま一問一答へ移した。,rewritten
official_h19_q11_e,official,管理業務主任者問題確認一覧.csv,h19_q11,h19,平成19年度,,11,エ,判例・横断総合,滞納管理費の回収手続,combination,true_false,滞納者に対して内容証明郵便で催告しても、その後6か月以内に訴えの提起などの法的手続をとらなければ、その催告だけで十分な時効中断の効力は維持できない。,1,○,この記述は正しいです。催告だけでは暫定的な効果にとどまるため、6か月以内に訴訟提起などをしなければ足りません。,民法,時効に関する結論が分かるように説明を補った。,rewritten
official_h19_q11_o,official,管理業務主任者問題確認一覧.csv,h19_q11,h19,平成19年度,,11,オ,判例・横断総合,滞納管理費の回収手続,combination,true_false,滞納者が破産手続開始の決定を受けたときは、その翌日以降の管理費については支払義務を負わなくなる。,0,×,この記述は誤りです。破産手続開始決定を受けたからといって、その後の管理費について当然に支払義務がなくなるわけではありません。,破産法,破産開始後の費用負担という誤解をそのまま示した。,rewritten
original_orig_set01_q11_c1,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q11,,,orig_set01,11,1,標準管理規約,管理費と修繕積立金の使途,single_choice,true_false,長期修繕計画に基づき15年ごとに実施する外壁の大規模修繕工事費は、管理費から支出するのが最も適切である。,0,×,この記述は誤りです。計画的な大規模修繕工事費は、通常の管理費ではなく修繕積立金の使途として整理します。,標準管理規約27条・28条,管理費と修繕積立金の区分が見えるように選択肢を断定文化した。,rewritten
original_orig_set01_q11_c2,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q11,,,orig_set01,11,2,標準管理規約,管理費と修繕積立金の使途,single_choice,true_false,共用自動ドアのセンサー不良に対応する経常的な補修費は、管理費から支出するのが最も適切である。,1,○,この記述は正しいです。経常的な補修費は通常の管理に要する費用であり、管理費から支出するのが適切です。,標準管理規約27条,正答肢をそのまま自然な断定文にした。,rewritten
original_orig_set01_q11_c3,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q11,,,orig_set01,11,3,標準管理規約,管理費と修繕積立金の使途,single_choice,true_false,建替えに係る合意形成のために必要な調査費用は、管理費から支出するのが最も適切である。,0,×,この記述は誤りです。建替え等に向けた合意形成のための調査費用は、修繕積立金の使途として扱うのが相当です。,標準管理規約28条,建替え関連費用の位置付けが分かるように残した。,rewritten
original_orig_set01_q11_c4,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q11,,,orig_set01,11,4,標準管理規約,管理費と修繕積立金の使途,single_choice,true_false,修繕積立金の管理及び運用に関する費用は、管理費から支出するのが最も適切である。,0,×,この記述は誤りです。修繕積立金の管理及び運用に関する費用は、修繕積立金の使途に含まれます。,標準管理規約28条,4肢の役割をそのまま保った。,rewritten
original_orig_set01_q12_c1,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q12,,,orig_set01,12,1,標準管理規約,理事会の権限,case_based,true_false,毎会計年度の収支予算案を確定することは、理事会の承認又は決議のみで行うことができる。,0,×,この記述は誤りです。収支予算案は総会決議事項であり、理事会だけで確定することはできません。,標準管理規約48条,理事会だけでできるかどうかを単独判定できる形にした。,rewritten
original_orig_set01_q12_c2,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q12,,,orig_set01,12,2,標準管理規約,理事会の権限,case_based,true_false,修繕積立金の保管及び運用方法を定めることは、理事会の承認又は決議のみで行うことができる。,0,×,この記述は誤りです。修繕積立金の保管及び運用方法も総会決議事項です。,標準管理規約48条,総会事項との切分けを明確にした。,rewritten
original_orig_set01_q12_c3,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q12,,,orig_set01,12,3,標準管理規約,理事会の権限,case_based,true_false,会計年度開始後、通常総会で予算承認を得る前に、管理員人件費など経常的でやむを得ない支出を承認することは、理事会の承認のみで行うことができる。,1,○,この記述は正しいです。通常総会で予算承認を得るまでの間でも、経常的でやむを得ない支出は理事会承認で行えます。,標準管理規約58条3項,例外的に理事会で処理できる場面をそのまま独立化した。,rewritten
original_orig_set01_q12_c4,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q12,,,orig_set01,12,4,標準管理規約,理事会の権限,case_based,true_false,長期修繕計画を変更することは、理事会の承認又は決議のみで行うことができる。,0,×,この記述は誤りです。長期修繕計画の変更は総会決議事項です。,標準管理規約48条,長期修繕計画の位置付けを維持した。,rewritten
original_orig_set01_q13_a,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q13,,,orig_set01,13,ア,標準管理規約,総会出席と代理,combination,true_false,理事会が必要と認めた者は、組合員でなくても総会に出席することができる。,1,○,この記述は正しいです。標準管理規約では、理事会が必要と認めた者の総会出席を認めています。,標準管理規約45条1項,組合せ問題の各文をそのまま単独判定できる形にした。,rewritten
original_orig_set01_q13_i,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q13,,,orig_set01,13,イ,標準管理規約,総会出席と代理,combination,true_false,区分所有者の承諾を得て専有部分を占有する者は、会議の目的につき利害関係を有するときでも、総会に出席して意見を述べることはできない。,0,×,この記述は誤りです。利害関係を有する占有者には、総会に出席して意見を述べる機会が認められます。,標準管理規約45条2項,否定形の誤りが分かるように原文を維持した。,rewritten
original_orig_set01_q13_u,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q13,,,orig_set01,13,ウ,標準管理規約,総会出席と代理,combination,true_false,組合員が代理人により議決権を行使しようとする場合、その代理人は標準管理規約に定める一定の者でなければならない。,1,○,この記述は正しいです。代理人となれる者は、標準管理規約で一定の範囲に限定されています。,標準管理規約46条5項,代理人資格の限定が見えるようにした。,rewritten
original_orig_set01_q13_e,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q13,,,orig_set01,13,エ,標準管理規約,総会出席と代理,combination,true_false,組合員は、代理人による議決権行使をする場合、代理人を自由に選任することができる。,0,×,この記述は誤りです。代理人は無制限に選任できるのではなく、標準管理規約で一定の者に限定されています。,標準管理規約46条5項,エの誤りの核をそのまま残した。,rewritten
original_orig_set01_q14_c1,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q14,,,orig_set01,14,1,標準管理規約,専有部分への立入り,single_choice,true_false,管理を行うために必要であっても、専有部分への立入りは、当該区分所有者の個別同意がなければ一切請求することができない。,0,×,この記述は誤りです。管理のため必要があれば、標準管理規約に基づいて専有部分への立入り等を請求できます。,標準管理規約23条1項,全面否定の言い回しをそのまま判定文にした。,rewritten
original_orig_set01_q14_c2,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q14,,,orig_set01,14,2,標準管理規約,専有部分への立入り,single_choice,true_false,立入り又は保存行為の実施を請求された者は、理由のいかんを問わずこれを拒否することができない。,0,×,この記述は誤りです。正当な理由がある場合まで拒否できないわけではありません。,標準管理規約23条2項,正当な理由の留保が見えるように短く整えた。,rewritten
original_orig_set01_q14_c3,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q14,,,orig_set01,14,3,標準管理規約,専有部分への立入り,single_choice,true_false,理事長は、災害や事故の場合であっても、当該専有部分の所有者の承諾がない限り、自ら立ち入ることはできない。,0,×,この記述は誤りです。災害や事故で緊急性が高い場合には、理事長が自ら立ち入り又は保存行為を実施できます。,標準管理規約23条4項,緊急時の例外が見えるようにした。,rewritten
original_orig_set01_q14_c4,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q14,,,orig_set01,14,4,標準管理規約,専有部分への立入り,single_choice,true_false,災害、事故等が発生し、緊急に専有部分への立入り又は保存行為の実施をしなければ共用部分等又は他の専有部分に重大な影響を与えるおそれがあるときは、理事長は自ら立ち入り、又は保存行為を実施することができる。,1,○,この記述は正しいです。緊急時には、理事長が自ら立ち入り又は保存行為を実施できるとされています。,標準管理規約23条4項,正答肢は語尾だけ整えて維持した。,rewritten
original_orig_set01_q15_c1,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q15,,,orig_set01,15,1,標準管理規約,規約改正と特別の影響,case_based,true_false,専有部分の床面積割合によって算定していた管理費負担を全住戸均等負担へ改める規約変更を行い、床面積の小さい住戸の区分所有者の負担が大幅に増えるときは、特別の影響を受ける区分所有者の承諾が必要となることがある。,1,○,この記述は正しいです。一部の区分所有者の負担が大きく増えるような変更は、特別の影響として承諾が必要となる典型例です。,区分所有法31条1項・標準管理規約47条9項,特別の影響の要点が崩れないように少し補った。,rewritten
original_orig_set01_q15_c2,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q15,,,orig_set01,15,2,標準管理規約,規約改正と特別の影響,case_based,true_false,共用部分の清掃時間帯を午前から午後に変更する規約変更は、直ちに特別の影響を受ける区分所有者の承諾が必要となる典型例である。,0,×,この記述は誤りです。一般的な運用変更にとどまるものは、ここでいう特別の影響に直ちに当たりません。,区分所有法31条1項,典型例かどうかで判定しやすくした。,rewritten
original_orig_set01_q15_c3,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q15,,,orig_set01,15,3,標準管理規約,規約改正と特別の影響,case_based,true_false,掲示板の掲示方法を紙掲示から電子掲示へ変更する規約変更は、直ちに特別の影響を受ける区分所有者の承諾が必要となる典型例である。,0,×,この記述は誤りです。掲示方法の変更は、通常は一般的な運用変更にとどまり、特別の影響が直ちに認められる類型ではありません。,区分所有法31条1項,特別の影響との距離感が分かるようにした。,rewritten
original_orig_set01_q15_c4,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q15,,,orig_set01,15,4,標準管理規約,規約改正と特別の影響,case_based,true_false,理事会の定例開催月を偶数月から毎月へ変更する規約変更は、直ちに特別の影響を受ける区分所有者の承諾が必要となる典型例である。,0,×,この記述は誤りです。理事会運営の一般的な変更にすぎず、特定の区分所有者に特別の影響を及ぼす典型例とはいえません。,区分所有法31条1項,抽象的な不便と特別の影響を切り分けた。,rewritten
original_orig_set01_q16_c1,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q16,,,orig_set01,16,1,会計・税務,前受金と預り金,accounting_table,true_false,3月31日の仕訳として、借方を現金180000円、貸方を駐車場使用料収入180000円とするのが適切である。,0,×,この記述は誤りです。翌4月分の使用料は当期収益ではなく前受金であり、敷金も収益ではなく預り金です。,管理組合会計,仕訳肢をそのまま断定文へ戻した。,rewritten
original_orig_set01_q16_c2,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q16,,,orig_set01,16,2,会計・税務,前受金と預り金,accounting_table,true_false,3月31日の仕訳として、借方を現金180000円、貸方を前受金90000円及び預り金90000円とするのが適切である。,1,○,この記述は正しいです。翌期分の使用料は前受金、将来返還の可能性がある敷金は預り金として処理します。,管理組合会計,正答の仕訳をそのまま一問一答化した。,rewritten
original_orig_set01_q16_c3,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q16,,,orig_set01,16,3,会計・税務,前受金と預り金,accounting_table,true_false,3月31日の仕訳として、借方を現金180000円、貸方を駐車場使用料収入90000円及び預り金90000円とするのが適切である。,0,×,この記述は誤りです。4月分の使用料90000円は当期収益ではなく、前受金として処理すべきです。,管理組合会計,収益計上時期の誤りが見えるようにした。,rewritten
original_orig_set01_q16_c4,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q16,,,orig_set01,16,4,会計・税務,前受金と預り金,accounting_table,true_false,3月31日の仕訳として、借方を現金180000円、貸方を前受金180000円とするのが適切である。,0,×,この記述は誤りです。敷金90000円は前受金ではなく、返還義務を伴う預り金として処理します。,管理組合会計,前受金と預り金の違いが分かるようにした。,rewritten
original_orig_set01_q17_c1,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q17,,,orig_set01,17,1,会計・税務,未払金と前払費用,accounting_table,true_false,3月31日の仕訳として、借方を管理委託費800000円、水道光熱費120000円、修繕費60000円、損害保険料240000円、貸方を未払金1220000円とするのが適切である。,0,×,この記述は誤りです。翌5月分の管理委託費と翌5月1日からの保険料は、3月末時点では当期費用として計上しません。,管理組合会計,当期費用に当たるかどうかで判定できる形にした。,rewritten
original_orig_set01_q17_c2,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q17,,,orig_set01,17,2,会計・税務,未払金と前払費用,accounting_table,true_false,3月31日の仕訳として、借方を水道光熱費120000円、修繕費60000円、前払保険料240000円、貸方を未払金420000円とするのが適切である。,0,×,この記述は誤りです。翌5月1日から始まる保険料は、3月末時点では前払費用としても計上しません。,管理組合会計,前払費用の計上時期を明確にした。,rewritten
original_orig_set01_q17_c3,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q17,,,orig_set01,17,3,会計・税務,未払金と前払費用,accounting_table,true_false,3月31日の仕訳として、借方を水道光熱費120000円及び修繕費60000円、貸方を未払金180000円とするのが適切である。,1,○,この記述は正しいです。3月31日時点で当期に発生しているのは、水道光熱費と修繕費だけです。,管理組合会計,正答肢は簡潔に仕訳の形を維持した。,rewritten
original_orig_set01_q17_c4,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q17,,,orig_set01,17,4,会計・税務,未払金と前払費用,accounting_table,true_false,3月31日の仕訳として、借方を前払管理委託費800000円、水道光熱費120000円、修繕費60000円、前払保険料240000円、貸方を未払金1220000円とするのが適切である。,0,×,この記述は誤りです。翌5月分の管理委託費や保険料は、3月末時点で前払費用として処理する場面でもありません。,管理組合会計,前払の誤用が見えるようにした。,rewritten
original_orig_set01_q5_c1,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q5,,,orig_set01,5,1,民法・借地借家法,定期建物賃貸借,single_choice,true_false,契約期間を10か月と定めた定期建物賃貸借契約は、1年の契約期間とみなされる。,0,×,この記述は誤りです。定期建物賃貸借では、1年未満の契約期間を定めることもできます。,借地借家法,期間に関する誤解をそのまま判定文へ戻した。,rewritten
original_orig_set01_q5_c2,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q5,,,orig_set01,5,2,民法・借地借家法,定期建物賃貸借,single_choice,true_false,契約期間を2年と定めた定期建物賃貸借契約で、貸主が期間満了の1年前から6か月前までの間に終了通知をしなかったときは、その後に通知しても、その通知の日から6か月を経過するまでは契約終了を賃借人に対抗することができない。,1,○,この記述は正しいです。期間が1年以上の定期建物賃貸借で終了通知が遅れた場合は、通知後6か月を経過するまで終了を対抗できません。,借地借家法38条,正答肢は対抗関係が見えるようにそのまま維持した。,rewritten
original_orig_set01_q5_c3,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q5,,,orig_set01,5,3,民法・借地借家法,定期建物賃貸借,single_choice,true_false,床面積200平方メートル未満の居住用建物で、賃借人が転勤により自己の生活の本拠として使用することが困難となった場合でも、契約に中途解約条項がなければ中途解約の申入れをすることはできない。,0,×,この記述は誤りです。床面積200平方メートル未満の居住用建物では、転勤などのやむを得ない事情があるときは、賃借人から中途解約の申入れができます。,借地借家法38条,例外的な中途解約権が分かるように整理した。,rewritten
original_orig_set01_q5_c4,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q5,,,orig_set01,5,4,民法・借地借家法,定期建物賃貸借,single_choice,true_false,貸主が、契約の更新がなく期間満了により賃貸借が終了する旨を記載した書面をあらかじめ交付して説明しなかった場合でも、定期建物賃貸借契約が書面で締結されていれば、その定めは有効である。,0,×,この記述は誤りです。事前に書面を交付して説明しなければ、更新がない旨の定めは無効となります。,借地借家法38条,事前説明の要否に絞って一問一答化した。,rewritten
original_orig_set01_q6_c1,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q6,,,orig_set01,6,1,区分所有法,専有部分と共用部分,comparison_table,true_false,数戸の専有部分に通ずる廊下であっても、特定の区分所有者が日常的に多く使用しているときは、その者の専有部分とすることができる。,0,×,この記述は誤りです。利用実態だけで廊下が専有部分になるわけではなく、共用に供されるべき部分は共用部分です。,区分所有法,利用実態だけでは足りないことが分かるようにした。,rewritten
original_orig_set01_q6_c2,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set01_q6,,,orig_set01,6,2,区分所有法,専有部分と共用部分,comparison_table,true_false,建物の一部又は附属建物については、規約で共用部分と定めることができる。,1,○,この記述は正しいです。区分所有法では、建物の一部や附属建物を規約共用部分とすることができます。,区分所有法4条2項,正答肢をそのまま独立化した。,rewritten
